abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;classfication;defense;experience_growth;height_m;hp;japanese_name;english_name;french_name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
Gluttony, Overgrow;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;98;5120;70;498;75;Thorn Monkey Pokemon;63;1000000;1.1;75;Yanakkie?????;Simisage;Feuiloutan;88.1;512;98;63;101;grass;;30.5;5;0
Gluttony, Blaze;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;53;5120;70;316;190;High Temp Pokemon;48;1000000;0.6;50;Baoppu????;Pansear;Flamajou;88.1;513;53;48;64;fire;;11.0;5;0
Gluttony, Blaze;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;98;5120;70;498;75;Ember Pokemon;63;1000000;1.0;75;Baokkie?????;Simisear;Flamoutan;88.1;514;98;63;101;fire;;28.0;5;0
Gluttony, Torrent;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;53;5120;70;316;190;Spray Pokemon;48;1000000;0.6;50;Hiyappu????;Panpour;Flotajou;88.1;515;53;48;64;water;;13.5;5;0
Gluttony, Torrent;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;98;5120;70;498;75;Geyser Pokemon;63;1000000;1.0;75;Hiyakkie?????;Simipour;Flotoutan;88.1;516;98;63;101;water;;29.0;5;0
Forewarn, Synchronize, Telepathy;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;25;2560;70;292;190;Dream Eater Pokemon;45;800000;0.6;76;Munna???;Munna;Munna;50;517;67;55;24;psychic;;23.3;5;0
Forewarn, Synchronize, Telepathy;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;2560;70;487;75;Drowsing Pokemon;85;800000;1.1;116;Musharna?????;Musharna;Mushana;50;518;107;95;29;psychic;;60.5;5;0
Big Pecks, Super Luck, Rivalry;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;55;3840;70;264;255;Tiny Pigeon Pokemon;50;1059860;0.3;50;Mamepato????;Pidove;Poichigeon;50;519;36;30;43;normal;flying;2.1;5;0
Big Pecks, Super Luck, Rivalry;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;77;3840;70;358;120;Wild Pigeon Pokemon;62;1059860;0.6;62;Hatoboh?????;Tranquill;Colombeau;50;520;50;42;65;normal;flying;15.0;5;0
Big Pecks, Super Luck, Rivalry;0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;115;3840;70;488;45;Proud Pokemon;80;1059860;1.2;80;Kenhallow?????;Unfezant;Déflaisan;50;521;65;55;93;normal;flying;29.0;5;0
Lightningrod, Motor Drive, Sap Sipper;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;60;5120;70;295;190;Electrified Pokemon;32;1000000;0.8;45;Shimama???;Blitzle;Zébiron;50;522;50;32;76;electric;;29.8;5;0
Lightningrod, Motor Drive, Sap Sipper;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;100;5120;70;497;75;Thunderbolt Pokemon;63;1000000;1.6;75;Zebraika?????;Zebstrika;Zéblitz;50;523;80;63;116;electric;;79.5;5;0
Sturdy, Weak Armor, Sand Force;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;75;3840;70;280;255;Mantle Pokemon;85;1059860;0.4;55;Dangoro????;Roggenrola;Nodulithe;50;524;25;25;15;rock;;18.0;5;0
Sturdy, Weak Armor, Sand Force;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;105;3840;70;390;120;Ore Pokemon;105;1059860;0.9;70;Gantle????;Boldore;Géolithe;50;525;50;40;20;rock;;102.0;5;0
Sturdy, Sand Stream, Sand Force;1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;135;3840;70;515;45;Compressed Pokemon;130;1059860;1.7;85;Gigaiath?????;Gigalith;Gigalithe;50;526;60;80;25;rock;;260.0;5;0
Unaware, Klutz, Simple;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;45;3840;70;323;190;Bat Pokemon;43;1000000;0.4;65;Koromori????;Woobat;Chovsourir;50;527;55;43;72;psychic;flying;2.1;5;0
Unaware, Klutz, Simple;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;57;3840;70;425;45;Courting Pokemon;55;1000000;0.9;67;Kokoromori?????;Swoobat;Rhinolove;50;528;77;55;114;psychic;flying;10.5;5;0
Sand Rush, Sand Force, Mold Breaker;1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;85;5120;70;328;120;Mole Pokemon;40;1000000;0.3;60;Mogurew?????;Drilbur;Rototaupe;50;529;30;45;68;ground;;8.5;5;0
Sand Rush, Sand Force, Mold Breaker;0.5;1;0.5;0;0.5;2;2;0.5;1;1;2;1;0.5;0;0.5;0.25;0.5;2;135;5120;70;508;60;Subterrene Pokemon;60;1000000;0.7;110;Doryuzu?????;Excadrill;Minotaupe;50;530;50;65;88;ground;steel;40.4;5;0
Healer, Regenerator, Klutz;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;5120;70;545;255;Hearing Pokemon;126;800000;1.1;103;Tabunne????;Audino;Nanméouie;50;531;80;126;50;normal;;31.0;5;0
Guts, Sheer Force, Iron Fist;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;80;5120;70;305;180;Muscular Pokemon;55;1059860;0.6;75;Dokkorer?????;Timburr;Charpenti;75.4;532;25;35;35;fighting;;12.5;5;0
Guts, Sheer Force, Iron Fist;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;105;5120;70;405;90;Muscular Pokemon;85;1059860;1.2;85;Dotekkotsu?????;Gurdurr;Ouvrifier;75.4;533;40;50;40;fighting;;40.0;5;0
Guts, Sheer Force, Iron Fist;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;140;5120;70;505;45;Muscular Pokemon;95;1059860;1.4;105;Roubushin?????;Conkeldurr;Bétochef;75.4;534;55;65;45;fighting;;87.0;5;0
Swift Swim, Hydration, Water Absorb;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;50;5120;70;294;255;Tadpole Pokemon;40;1059860;0.5;50;Otamaro????;Tympole;Tritonde;50;535;50;40;64;water;;4.5;5;0
Swift Swim, Hydration, Water Absorb;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;65;5120;70;384;120;Vibration Pokemon;55;1059860;0.8;75;Gamagaru????;Palpitoad;Batracné;50;536;65;55;69;water;ground;17.0;5;0
Swift Swim, Poison Touch, Water Absorb;1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;95;5120;70;509;45;Vibration Pokemon;75;1059860;1.5;105;Gamageroge?????;Seismitoad;Crapustule;50;537;85;75;74;water;ground;62.0;5;0
Guts, Inner Focus, Mold Breaker;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;100;5120;70;465;45;Judo Pokemon;85;1000000;1.3;120;Nageki???;Throh;Judokrak;100;538;30;85;45;fighting;;55.5;5;0
Sturdy, Inner Focus, Mold Breaker;0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;125;5120;70;465;45;Karate Pokemon;75;1000000;1.4;75;Dageki???;Sawk;Karaclée;100;539;30;75;85;fighting;;51.0;5;0
Swarm, Chlorophyll, Overcoat;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;53;3840;70;310;255;Sewing Pokemon;70;1059860;0.3;45;Kurumiru????;Sewaddle;Larveyette;50;540;40;60;42;bug;grass;2.5;5;0
Leaf Guard, Chlorophyll, Overcoat;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;63;3840;70;380;120;Leaf-Wrapped Pokemon;90;1059860;0.5;55;Kurumayu????;Swadloon;Couverdure;50;541;50;80;42;bug;grass;7.3;5;0
Swarm, Chlorophyll, Overcoat;2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;103;3840;70;500;45;Nurturing Pokemon;80;1059860;1.2;75;Hahakomori?????;Leavanny;Manternel;50;542;70;80;92;bug;grass;20.5;5;0
Poison Point, Swarm, Speed Boost;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;45;3840;70;260;255;Centipede Pokemon;59;1059860;0.4;30;Fushide???;Venipede;Venipatte;50;543;30;39;57;bug;poison;5.3;5;0
Poison Point, Swarm, Speed Boost;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;55;3840;70;360;120;Curlipede Pokemon;99;1059860;1.2;40;Wheega????;Whirlipede;Scobolide;50;544;40;79;47;bug;poison;58.5;5;0
Poison Point, Swarm, Speed Boost;0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;100;5120;70;485;45;Megapede Pokemon;89;1059860;2.5;60;Pendror?????;Scolipede;Brutapode;50;545;55;69;112;bug;poison;200.5;5;0
Prankster, Infiltrator, Chlorophyll;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;27;5120;70;280;190;Cotton Puff Pokemon;60;1000000;0.3;40;Monmen????;Cottonee;Doudouvet;50;546;37;50;66;grass;fairy;0.6;5;0
Prankster, Infiltrator, Chlorophyll;1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;67;5120;70;480;75;Windveiled Pokemon;85;1000000;0.7;60;Elfuun?????;Whimsicott;Farfaduvet;50;547;77;75;116;grass;fairy;6.6;5;0
Chlorophyll, Own Tempo, Leaf Guard;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;35;5120;70;280;190;Bulb Pokemon;50;1000000;0.5;45;Churine????;Petilil;Chlorobule;0;548;70;50;30;grass;;6.6;5;0
Chlorophyll, Own Tempo, Leaf Guard;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;480;75;Flowering Pokemon;75;1000000;1.1;70;Dredear?????;Lilligant;Fragilady;0;549;110;75;90;grass;;16.3;5;0
Reckless, Rock Head, Adaptability, Mold Breaker;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;92;10240;70;460;25;Hostile Pokemon;65;1000000;1.0;70;Bassrao????;Basculin;Bargantua;50;550;80;55;98;water;;18.0;5;0
Intimidate, Moxie, Anger Point;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;72;5120;70;292;180;Desert Croc Pokemon;35;1059860;0.7;50;Meguroco????;Sandile;Mascaïman;50;551;35;35;65;ground;dark;15.2;5;0
Intimidate, Moxie, Anger Point;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;82;5120;70;351;90;Desert Croc Pokemon;45;1059860;1.0;60;Waruvile????;Krokorok;Escroco;50;552;45;45;74;ground;dark;33.4;5;0
Intimidate, Moxie, Anger Point;2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;117;5120;70;519;45;Intimidation Pokemon;80;1059860;1.5;95;Waruvial?????;Krookodile;Crocorible;50;553;65;70;92;ground;dark;96.3;5;0
Hustle, Inner Focus;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;90;5120;70;315;120;Zen Charm Pokemon;45;1059860;0.6;70;Darumakka?????;Darumaka;Darumarond;50;554;15;45;50;fire;;37.5;5;0
Sheer Force, Zen Mode;0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;30;5120;70;540;60;Blazing Pokemon;105;1059860;1.3;105;Hihidaruma?????;Darmanitan;Darumacho;50;555;140;105;55;fire;fire;92.9;5;0
Water Absorb, Chlorophyll, Storm Drain;2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;86;5120;70;461;255;Cactus Pokemon;67;1000000;1.0;75;Maracacchi?????;Maractus;Maracachi;50;556;106;67;60;grass;;28.0;5;0
Sturdy, Shell Armor, Weak Armor;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;65;5120;70;325;190;Rock Inn Pokemon;85;1000000;0.3;50;Ishizumai?????;Dwebble;Crabicoque;50;557;35;35;55;bug;rock;14.5;5;0
Sturdy, Shell Armor, Weak Armor;1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;105;5120;70;485;75;Stone Home Pokemon;125;1000000;1.4;70;Iwapalace?????;Crustle;Crabaraque;50;558;65;75;45;bug;rock;200.0;5;0
Shed Skin, Moxie, Intimidate;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;75;3840;35;348;180;Shedding Pokemon;70;1000000;0.6;50;Zuruggu????;Scraggy;Baggiguane;50;559;35;70;48;dark;fighting;11.8;5;0
Shed Skin, Moxie, Intimidate;1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;90;3840;70;488;90;Hoodlum Pokemon;115;1000000;1.1;65;Zuruzukin?????;Scrafty;Baggaïd;50;560;45;115;58;dark;fighting;30.0;5;0
Wonder Skin , Magic Guard, Tinted Lens;1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;58;5120;70;490;45;Avianoid Pokemon;80;1000000;1.4;72;Symboler?????;Sigilyph;Cryptéro;50;561;103;80;97;psychic;flying;14.0;5;0
Mummy;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;30;6400;70;303;190;Spirit Pokemon;85;1000000;0.5;38;Desumasu????;Yamask;Tutafeh;50;562;55;65;30;ghost;;1.5;5;0
Mummy;0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;50;6400;70;483;90;Coffin Pokemon;145;1000000;1.7;58;Desukarn?????;Cofagrigus;Tutankafer;50;563;95;105;30;ghost;;76.5;5;0
Solid Rock, Sturdy, Swift Swim;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;78;7680;70;355;45;Prototurtle Pokemon;103;1000000;0.7;54;Protoga?????;Tirtouga;Carapagos;88.1;564;53;45;22;water;rock;16.5;5;0
Solid Rock, Sturdy, Swift Swim;1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;108;7680;70;495;45;Prototurtle Pokemon;133;1000000;1.2;74;Abagoura?????;Carracosta;Mégapagos;88.1;565;83;65;32;water;rock;81.0;5;0
Defeatist;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;112;7680;70;401;45;First Bird Pokemon;45;1000000;0.5;55;Archen????;Archen;Arkéapti;88.1;566;74;45;70;rock;flying;9.5;5;0
Defeatist;0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;140;7680;70;567;45;First Bird Pokemon;65;1000000;1.4;75;Archeos?????;Archeops;Aéroptéryx;88.1;567;112;65;110;rock;flying;32.0;5;0
Stench, Sticky Hold, Aftermath;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;50;5120;70;329;190;Trash Bag Pokemon;62;1000000;0.6;50;Yabukuron?????;Trubbish;Miamiasme;50;568;40;62;65;poison;;31.0;5;0
Stench, Weak Armor, Aftermath;0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;95;5120;70;474;60;Trash Heap Pokemon;82;1000000;1.9;80;Dustdas?????;Garbodor;Miasmax;50;569;60;82;75;poison;;107.3;5;0
Illusion;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;65;6400;70;330;75;Tricky Fox Pokemon;40;1059860;0.7;40;Zorua???;Zorua;Zorua;88.1;570;80;40;65;dark;;12.5;5;0
Illusion;2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;105;5120;70;510;45;Illusion Fox Pokemon;60;1059860;1.6;60;Zoroark?????;Zoroark;Zoroark;88.1;571;120;60;105;dark;;81.1;5;0
Cute Charm, Technician, Skill Link;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;50;3840;70;300;255;Chinchilla Pokemon;40;800000;0.4;55;Chillarmy?????;Minccino;Chinchidou;24.6;572;40;40;75;normal;;5.8;5;0
Cute Charm, Technician, Skill Link;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;3840;70;470;60;Scarf Pokemon;60;800000;0.5;75;Chillaccino?????;Cinccino;Pashmilla;24.6;573;65;60;115;normal;;7.5;5;0
Frisk, Competitive, Shadow Tag;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;5120;70;290;200;Fixation Pokemon;50;1059860;0.4;45;Gothimu???;Gothita;Scrutella;24.6;574;55;65;45;psychic;;5.8;5;0
Frisk, Competitive, Shadow Tag;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;45;5120;70;390;100;Manipulate Pokemon;70;1059860;0.7;60;Gothimiru????;Gothorita;Mesmérella;24.6;575;75;85;55;psychic;;18.0;5;0
Frisk, Competitive, Shadow Tag;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;5120;70;490;50;Astral Body Pokemon;95;1059860;1.5;70;Gothiruselle?????;Gothitelle;Sidérella;24.6;576;95;110;65;psychic;;44.0;5;0
Overcoat, Magic Guard, Regenerator;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;5120;70;290;200;Cell Pokemon;40;1059860;0.3;45;Uniran????;Solosis;Nucléos;50;577;105;50;20;psychic;;1.0;5;0
Overcoat, Magic Guard, Regenerator;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;40;5120;70;370;100;Mitosis Pokemon;50;1059860;0.6;65;Doublan????;Duosion;Méios;50;578;125;60;30;psychic;;8.0;5;0
Overcoat, Magic Guard, Regenerator;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;65;5120;70;490;50;Multiplying Pokemon;75;1059860;1.0;110;Lanculus?????;Reuniclus;Symbios;50;579;125;85;30;psychic;;20.1;5;0
Keen Eye, Big Pecks, Hydration;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;44;5120;70;305;190;Water Bird Pokemon;50;1000000;0.5;62;Koaruhie?????;Ducklett;Couaneton;50;580;44;50;55;water;flying;5.5;5;0
Keen Eye, Big Pecks, Hydration;0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;87;5120;70;473;45;White Bird Pokemon;63;1000000;1.3;75;Swanna????;Swanna;Lakmécygne;50;581;87;63;98;water;flying;24.2;5;0
Ice Body, Snow Cloak, Weak Armor;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;5120;70;305;255;Fresh Snow Pokemon;50;1250000;0.4;36;Vanipeti?????;Vanillite;Sorbébé;50;582;65;60;44;ice;;5.7;5;0
Ice Body, Snow Cloak, Weak Armor;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;65;5120;70;395;120;Icy Snow Pokemon;65;1250000;1.1;51;Vanirich?????;Vanillish;Sorboul;50;583;80;75;59;ice;;41.0;5;0
Ice Body, Snow Warning, Weak Armor;1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;95;5120;70;535;45;Snowstorm Pokemon;85;1250000;1.3;71;Baivanilla?????;Vanilluxe;Sorbouboul;50;584;110;95;79;ice;;57.5;5;0
Chlorophyll, Sap Sipper, Serene Grace;2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5;60;5120;70;335;190;Season Pokemon;50;1000000;0.6;60;Shikijika????;Deerling;Vivaldaim;50;585;40;50;75;normal;grass;19.5;5;0
Chlorophyll, Sap Sipper, Serene Grace;2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5;100;5120;70;475;75;Season Pokemon;70;1000000;1.9;80;Mebukijika?????;Sawsbuck;Haidaim;50;586;60;70;95;normal;grass;92.5;5;0
Static, Motor Drive;0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;75;5120;70;428;200;Sky Squirrel Pokemon;60;1000000;0.4;55;Emonga????;Emolga;Emolga;50;587;75;60;103;electric;flying;5.0;5;0
Swarm, Shed Skin, No Guard;1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;75;3840;70;315;200;Clamping Pokemon;45;1000000;0.5;50;Kaburumo????;Karrablast;Carabing;50;588;40;45;60;bug;;5.9;5;0
Swarm, Shell Armor, Overcoat;0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;135;3840;70;495;75;Cavalry Pokemon;105;1000000;1.0;70;Chevargo?????;Escavalier;Lançargot;50;589;60;105;20;bug;steel;33.0;5;0
Effect Spore, Regenerator;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;55;5120;70;294;190;Mushroom Pokemon;45;1000000;0.2;69;Tamagetake?????;Foongus;Trompignon;50;590;55;55;15;grass;poison;1.0;5;0
Effect Spore, Regenerator;1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;85;5120;70;464;75;Mushroom Pokemon;70;1000000;0.6;114;Morobareru?????;Amoonguss;Gaulet;50;591;85;80;30;grass;poison;10.5;5;0
Water Absorb, Cursed Body, Damp;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;40;5120;70;335;190;Floating Pokemon;50;1000000;1.2;55;Pururill????;Frillish;Viskuse;50;592;65;85;40;water;ghost;33.0;5;0
Water Absorb, Cursed Body, Damp;0.5;2;1;2;1;0;0.5;1;2;2;1;0.5;0;0.5;1;1;0.5;0.5;60;5120;70;480;60;Floating Pokemon;70;1000000;2.2;100;Burungel?????;Jellicent;Moyade;50;593;85;105;60;water;ghost;135.0;5;0
Healer, Hydration, Regenerator;1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;75;10240;70;470;75;Caring Pokemon;80;800000;1.2;165;Mamanbou?????;Alomomola;Mamanbo;50;594;40;45;65;water;;31.6;5;0
Compoundeyes, Unnerve, Swarm;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;47;5120;70;319;190;Attaching Pokemon;50;1000000;0.1;50;Bachuru????;Joltik;Statitik;50;595;57;50;65;bug;electric;0.6;5;0
Compoundeyes, Unnerve, Swarm;1;1;1;0.5;1;0.5;2;1;1;0.5;1;1;1;1;1;2;0.5;1;77;5120;70;472;75;EleSpider Pokemon;60;1000000;0.8;70;Dentula?????;Galvantula;Mygavolt;50;596;97;60;108;bug;electric;14.3;5;0
Iron Barbs;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;50;5120;70;305;255;Thorn Seed Pokemon;91;1000000;0.6;44;Tesseed?????;Ferroseed;Grindur;50;597;24;86;10;grass;steel;18.8;5;0
Iron Barbs, Anticipation;1;1;0.5;0.5;0.5;2;4;1;1;0.25;1;1;0.5;0;0.5;0.5;0.5;0.5;94;5120;70;489;90;Thorn Pod Pokemon;131;1000000;1.0;74;Nutrey?????;Ferrothorn;Noacier;50;598;54;116;20;grass;steel;110.0;5;0
Plus, Minus, Clear Body;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;55;5120;70;300;130;Gear Pokemon;70;1059860;0.3;40;Giaru???;Klink;Tic;;599;45;60;30;steel;;21.0;5;0
Plus, Minus, Clear Body;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;80;5120;70;440;60;Gear Pokemon;95;1059860;0.6;60;Gigiaru????;Klang;Clic;;600;70;85;50;steel;;51.0;5;0
Plus, Minus, Clear Body;0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;100;5120;70;520;30;Gear Pokemon;115;1059860;0.6;60;Gigigiaru?????;Klinklang;Cliticlic;;601;70;85;90;steel;;81.0;5;0
Levitate;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;55;5120;70;275;190;EleFish Pokemon;40;1250000;0.2;35;Shibishirasu?????;Tynamo;Anchwatt;50;602;45;40;60;electric;;0.3;5;0
Levitate;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;85;5120;70;405;60;EleFish Pokemon;70;1250000;1.2;65;Shibibeel?????;Eelektrik;Lampéroie;50;603;75;70;40;electric;;22.0;5;0
Levitate;1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;115;5120;70;515;30;EleFish Pokemon;80;1250000;2.1;85;Shibirudon?????;Eelektross;Ohmassacre;50;604;105;80;50;electric;;80.5;5;0
Telepathy, Synchronize, Analytic;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;5120;70;335;255;Cerebral Pokemon;55;1000000;0.5;55;Ligray????;Elgyem;Lewsor;50;605;85;55;30;psychic;;9.0;5;0
Telepathy, Synchronize, Analytic;2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;75;5120;70;485;90;Cerebral Pokemon;75;1000000;1.0;75;Ohbem????;Beheeyem;Neitram;50;606;125;95;40;psychic;;34.5;5;0
Flash Fire, Flame Body, Infiltrator;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;30;5120;70;275;190;Candle Pokemon;55;1059860;0.3;50;Hitomoshi????;Litwick;Funécire;50;607;65;55;20;ghost;fire;3.1;5;0
Flash Fire, Flame Body, Infiltrator;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;40;5120;70;370;90;Lamp Pokemon;60;1059860;0.6;60;Lampler?????;Lampent;Mélancolux;50;608;95;60;55;ghost;fire;13.0;5;0
Flash Fire, Flame Body, Infiltrator;0.25;2;1;1;0.5;0;0.5;1;2;0.5;2;0.5;0;0.5;1;2;0.5;2;55;5120;70;520;45;Luring Pokemon;90;1059860;1.0;60;Chandela?????;Chandelure;Lugulabre;50;609;145;90;80;ghost;fire;34.3;5;0
Rivalry, Mold Breaker, Unnerve;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;87;10240;35;320;75;Tusk Pokemon;60;1250000;0.6;46;Kibago???;Axew;Coupenotte;50;610;30;40;57;dragon;;18.0;5;0
Rivalry, Mold Breaker, Unnerve;1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;117;10240;35;410;60;Axe Jaw Pokemon;70;1250000;1.0;66;Onondo????;Fraxure;Insisache;50;611;40;50;67;dragon;;36.0;5;0
